"city";"lat";"long";"country";"iso2";"admin_name";"capital";"population"
Chopovychi;50.8333;28.9525;Ukraine;UA;Zhytomyrs’ka Oblast’;"";1888
Chornivka;48.4186;26.0106;Ukraine;UA;Chernivets’ka Oblast’;"";2364
Chornoholova;48.8508;22.6069;Ukraine;UA;Zakarpats’ka Oblast’;"";1348
Chornomorsk;46.3017;30.6569;Ukraine;UA;Odes’ka Oblast’;"";59800
Chornomorske;45.5039;32.7062;Ukraine;UA;Krym, Avtonomna Respublika;minor;0
Chornotysiv;48.0783;23.0536;Ukraine;UA;Zakarpats’ka Oblast’;"";2232
Chornukhy;50.2699;32.9476;Ukraine;UA;Poltavs’ka Oblast’;"";2491
Chornyy Potik;48.1808;22.9067;Ukraine;UA;Zakarpats’ka Oblast’;"";1074
Chortkiv;49.0167;25.8;Ukraine;UA;Ternopil’s’ka Oblast’;minor;29169
Chortomlyk;47.6232;34.142;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";1345
Choulex;46.2263;6.2238;Switzerland;CH;Genève;"";1179
Chudniv;50.0528;28.0969;Ukraine;UA;Zhytomyrs’ka Oblast’;"";5583
Chudovo;59.1281;31.6592;Russia;RU;Novgorodskaya Oblast’;"";14394
Chuhuiv;49.8353;36.6756;Ukraine;UA;Kharkivs’ka Oblast’;minor;33144
Chukaluvka;48.8681;24.6897;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";1407
Chukhloma;58.75;42.7;Russia;RU;Kostromskaya Oblast’;"";5015
Chulym;55.1;80.9667;Russia;RU;Novosibirskaya Oblast’;"";11216
Chumaky;48.6579;34.8739;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";1977
Chumikan;54.7;135.3;Russia;RU;Khabarovskiy Kray;"";1091
Chur;46.8521;9.5297;Switzerland;CH;Graubünden;admin;35038
Churwalden;46.7808;9.5433;Switzerland;CH;Graubünden;"";1949
Chusovoy;58.2833;57.8167;Russia;RU;Permskiy Kray;"";44779
Chuvashskiy Suskan;53.8839;49.2256;Russia;RU;Ul’yanovskaya Oblast’;"";2181
Chyhyryn;49.0833;32.6667;Ukraine;UA;Cherkas’ka Oblast’;minor;8962
Chynadiyovo;48.4833;22.8333;Ukraine;UA;Zakarpats’ka Oblast’;"";6860
Chyshky;49.7975;24.1689;Ukraine;UA;L’vivs’ka Oblast’;"";2426
Château-d’Oex;46.4667;7.1167;Switzerland;CH;Vaud;"";3459
Châtel-Saint-Denis;46.5269;6.9011;Switzerland;CH;Fribourg;"";6969
Chéserex;46.4167;6.1667;Switzerland;CH;Vaud;"";1221
Chêne-Bougeries;46.1833;6.1833;Switzerland;CH;Genève;"";12215
Chërkëkh;62.1861;133.2292;Russia;RU;Sakha (Yakutiya);"";1152
Chërnyy Yar;48.0603;46.1086;Russia;RU;Astrakhanskaya Oblast’;"";7621
Cibla;56.55;27.8839;Latvia;LV;Ciblas Novads;admin;161
Cide;41.8921;33.0044;Turkey;TR;Kastamonu;minor;0
Cihanbeyli;38.6607;32.9244;Turkey;TR;Konya;minor;0
Cizre;37.325;42.1958;Turkey;TR;Şırnak;minor;143124
Coldrerio;45.85;8.9833;Switzerland;CH;Ticino;"";2939
Cologny;46.2167;6.1833;Switzerland;CH;Genève;"";5570
Colombier;46.9667;6.8667;Switzerland;CH;Neuchâtel;"";5547
Comano;46.0333;8.95;Switzerland;CH;Ticino;"";2035
Commugny;46.3167;6.1833;Switzerland;CH;Vaud;"";2874
Confignon;46.1834;6.0833;Switzerland;CH;Genève;"";4627
Conthey;46.2725;7.2548;Switzerland;CH;Valais;"";8691
Coppet;46.3214;6.1891;Switzerland;CH;Vaud;"";3152
Corcelles-près-Payerne;46.8333;6.9667;Switzerland;CH;Vaud;"";2480
Corgémont;47.1911;7.1386;Switzerland;CH;Bern;"";1706
Corminboeuf;46.8;7.1;Switzerland;CH;Fribourg;"";2695
Cornaux;47.0387;7.0199;Switzerland;CH;Neuchâtel;"";1563
Cornol;47.4;7.1667;Switzerland;CH;Jura;"";1010
Corseaux;46.4667;6.8333;Switzerland;CH;Vaud;"";2282
Corsier;46.2621;6.2283;Switzerland;CH;Genève;"";2108
Corsier-sur-Vevey;46.4667;6.85;Switzerland;CH;Vaud;"";3390
Cortaillod;46.944;6.8479;Switzerland;CH;Neuchâtel;"";4729
Cottens;46.75;7.0333;Switzerland;CH;Fribourg;"";1509
Courgenay;47.4;7.1333;Switzerland;CH;Jura;"";2329
Courgevaux;46.9065;7.1121;Switzerland;CH;Fribourg;"";1420
Courrendlin;47.3333;7.3667;Switzerland;CH;Jura;"";2995
Courroux;47.3692;7.393;Switzerland;CH;Jura;"";3314
Court;47.2403;7.3375;Switzerland;CH;Bern;"";1427
Courtelary;47.1792;7.0722;Switzerland;CH;Bern;minor;1437
Courtepin;46.8667;7.1167;Switzerland;CH;Fribourg;"";5451
Courtételle;47.3309;7.3176;Switzerland;CH;Jura;"";2610
Crassier;46.3667;6.1667;Switzerland;CH;Vaud;"";1177
Cressier;47.0508;7.0356;Switzerland;CH;Neuchâtel;"";1886
Cressier;46.9;7.1333;Switzerland;CH;Fribourg;"";1001
Crissier;46.55;6.5833;Switzerland;CH;Vaud;"";7930
Cudrefin;46.9521;7.0271;Switzerland;CH;Vaud;"";1632
Cugy;46.5815;6.6437;Switzerland;CH;Vaud;"";2737
Cugy;46.8147;6.8908000000000005;Switzerland;CH;Fribourg;"";1752
Culfa;38.955799999999996;45.6308;Azerbaijan;AZ;Culfa;minor;12500
Cumayeri;40.8739;30.9509;Turkey;TR;Düzce;minor;0
Cumaçay;39.9152;43.1865;Turkey;TR;Ağrı;minor;0
Cureglia;46.0333;8.95;Switzerland;CH;Ticino;"";1385
Cēsis;57.3131;25.2747;Latvia;LV;Cēsu Novads;admin;14815
Cəbrayıl;39.4;47.0261;Azerbaijan;AZ;Cəbrayıl;admin;6300
Cəlilabad;39.2042;48.4958;Azerbaijan;AZ;Cəlilabad;admin;25846
Dachsen;47.6656;8.6186;Switzerland;CH;Zürich;"";1931
Daday;41.4787;33.4667;Turkey;TR;Kastamonu;minor;0
Dadaşköy;39.9449;41.2546;Turkey;TR;Erzurum;minor;0
Dagda;56.0947;27.5369;Latvia;LV;Dagdas Novads;admin;1895
Dagestanskiye Ogni;42.1167;48.2;Russia;RU;Dagestan;"";29716
Dagmersellen;47.2131;7.9894;Switzerland;CH;Luzern;"";5503
Daillens;46.6167;6.55;Switzerland;CH;Vaud;"";1027
Dalakovo;43.2375;44.5897;Russia;RU;Ingushetiya;"";7158
Dalaman;36.7659;28.8028;Turkey;TR;Muğla;minor;0
Dallenwil;46.9344;8.3917;Switzerland;CH;Nidwalden;"";1845
Dallıbahçe;39.1333;39.8792;Turkey;TR;Tunceli;minor;0
Dalmatovo;56.2667;62.9167;Russia;RU;Kurganskaya Oblast’;"";12631
Dalnegorsk;44.5539;135.5661;Russia;RU;Primorskiy Kray;"";37519
Dalnerechensk;45.9333;133.7333;Russia;RU;Primorskiy Kray;"";26378
Dalsbruk;60.0333;22.5167;Finland;FI;Varsinais-Suomi;minor;0
Dal’neye;46.9931;142.6733;Russia;RU;Sakhalinskaya Oblast’;"";2039
Dal’niy;53.1453;157.6976;Russia;RU;Kamchatskiy Kray;"";1265
Damal;41.3414;42.8368;Turkey;TR;Ardahan;minor;0
Dambaslar;41.2242;27.2481;Turkey;TR;Tekirdağ;minor;0
Damlacık;37.9142;38.6539;Turkey;TR;Adıyaman;minor;0
Danilov;58.1833;40.1833;Russia;RU;Yaroslavskaya Oblast’;"";14746
Danişment;39.8692;27.6331;Turkey;TR;Balıkesir;minor;0
Danişment;39.1715;38.1985;Turkey;TR;Sivas;minor;0
Dankov;53.25;39.15;Russia;RU;Lipetskaya Oblast’;"";19017
Dardagny;46.1952;5.9946;Switzerland;CH;Genève;"";1864
Darende;38.5458;37.5058;Turkey;TR;Malatya;minor;0
Dargeçit;37.5462;41.7165;Turkey;TR;Mardin;minor;0
Darkushkazmalyar;41.8062;48.3898;Russia;RU;Dagestan;"";2803
Darıca;40.7797;29.3945;Turkey;TR;Kocaeli;minor;0
Darıca;40.0206;27.8637;Turkey;TR;Balıkesir;minor;0
Darıkent;38.9625;39.8079;Turkey;TR;Tunceli;minor;0
Dashiv;49.0047;29.4278;Ukraine;UA;Vinnyts’ka Oblast’;"";3887
Datça;36.7274;27.6848;Turkey;TR;Muğla;minor;0
Daugavpils;55.8714;26.5161;Latvia;LV;Daugavpils Novads;admin;80627
Davlekanovo;54.2167;55.0333;Russia;RU;Bashkortostan;"";23499
Davos;46.8091;9.8398;Switzerland;CH;Graubünden;minor;10862
Davulga;38.9792;31.3714;Turkey;TR;Afyonkarahisar;minor;0
Davutlar;37.7333;27.3;Turkey;TR;Aydın;minor;0
Davyd-Haradok;52.0556;27.2139;Belarus;BY;Brestskaya Voblasts’;"";5919
Dazkırı;37.9186;29.8606;Turkey;TR;Afyonkarahisar;minor;0
Dağ;37.1931;30.5042;Turkey;TR;Antalya;minor;0
Dağardı;39.4308;28.9956;Turkey;TR;Kütahya;minor;0
Dağbaşı;40.7276;39.9118;Turkey;TR;Trabzon;minor;0
Dağbaşı;37.8983;39.3337;Turkey;TR;Şanlıurfa;minor;0
Dağkızılca;38.311;27.3908;Turkey;TR;İzmir;minor;0
Dağlıca;37.3666;44.0853;Turkey;TR;Hakkâri;minor;0
Dağyolu;39.5402;39.907;Turkey;TR;Tunceli;minor;0
Daşkəsən;40.5181;46.0828;Azerbaijan;AZ;Daşkəsən;admin;10700
De-Kastri;51.4666;140.7833;Russia;RU;Khabarovskiy Kray;"";3615
Debesy;57.65;53.8167;Russia;RU;Udmurtiya;minor;5778
Dede-Ichetuy;50.7333;105.4333;Russia;RU;Buryatiya;"";1015
Dedeli;39.1744;43.0552;Turkey;TR;Ağrı;minor;0
Dedino;56.2446;28.2506;Russia;RU;Pskovskaya Oblast’;minor;0
Dedovsk;55.8667;37.1333;Russia;RU;Moskovskaya Oblast’;"";29738
Degersheim;47.3667;9.1997;Switzerland;CH;Sankt Gallen;"";4129
Degtyarka;53.3492;79.3556;Russia;RU;Altayskiy Kray;"";1303
Degtyarsk;56.7;60.1;Russia;RU;Sverdlovskaya Oblast’;"";16001
Deitingen;47.2158;7.6236;Switzerland;CH;Solothurn;"";2207
Delen;45.9125;29.1878;Ukraine;UA;Odes’ka Oblast’;"";2606
Deleva;48.9117;25.2208;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";1712
Deliatyn;48.5286;24.6236;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";8386
Delice;39.9537;34.0259;Turkey;TR;Kırıkkale;minor;0
Deliktaş;39.3416;37.2038;Turkey;TR;Sivas;minor;0
Deliçay;39.0816;43.4855;Turkey;TR;Van;minor;0
Delémont;47.3653;7.3472;Switzerland;CH;Jura;admin;12682
Demidov;55.2667;31.5167;Russia;RU;Smolenskaya Oblast’;"";6213
Demirci;37.4127;39.7684;Turkey;TR;Şanlıurfa;minor;0
Demirci;39.0461;28.6589;Turkey;TR;Manisa;minor;0
Demirkent;40.8791;41.7295;Turkey;TR;Artvin;minor;0
Demirköy;41.8251;27.7597;Turkey;TR;Kırklareli;minor;0
Demirtaş;40.2719;29.0983;Turkey;TR;Bursa;minor;0
Demirtaş;36.4261;32.1925;Turkey;TR;Antalya;minor;0
Demirözü;40.1602;39.8924;Turkey;TR;Bayburt;minor;0
Demre;36.2444;29.985;Turkey;TR;Antalya;minor;0
Demuryne;48.1781;36.483;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";1021
Denges;46.5234;6.539;Switzerland;CH;Vaud;"";1611
Denizli;37.7731;29.0878;Turkey;TR;Denizli;admin;963464
Denyshi;50.2153;28.4078;Ukraine;UA;Zhytomyrs’ka Oblast’;"";1411
Derbent;42.0692;48.2958;Russia;RU;Dagestan;minor;123720
Derbent;38.0142;32.0164;Turkey;TR;Konya;minor;0
Derbetovka;45.8056;43.0886;Russia;RU;Stavropol’skiy Kray;"";1911
Dere;38.9829;39.3002;Turkey;TR;Tunceli;minor;0
Derebucak;37.3918;31.5092;Turkey;TR;Konya;minor;0
Derecik;40.9459;39.594;Turkey;TR;Trabzon;minor;0
Dereköy;41.9328;27.3667;Turkey;TR;Kırklareli;minor;0
Dereli;40.7389;38.4434;Turkey;TR;Giresun;minor;0
Derendingen;47.1919;7.5899;Switzerland;CH;Solothurn;"";6483
Derepazarı;41.024;40.4233;Turkey;TR;Rize;minor;0
Derevyannoye;61.615;34.6347;Russia;RU;Kareliya;"";1266
Derik;37.3644;40.2689;Turkey;TR;Mardin;minor;61830
Derince;40.7569;29.8147;Turkey;TR;Kocaeli;minor;0
Derinkuyu;38.3751;34.7342;Turkey;TR;Nevşehir;minor;0
Dernekpazarı;40.7966;40.2446;Turkey;TR;Trabzon;minor;0
Derno;50.7728;25.7458;Ukraine;UA;Volyns’ka Oblast’;"";1529
Dertsen;48.335;22.6825;Ukraine;UA;Zakarpats’ka Oblast’;"";2793
Derýneia;35.063;33.9585;Cyprus;CY;Ammóchostos;"";5844
Desnogorsk;54.1531;33.2903;Russia;RU;Smolenskaya Oblast’;"";27771
Destek;40.8467;36.1831;Turkey;TR;Amasya;minor;0
Devecikonağı;39.9149;28.5618;Turkey;TR;Bursa;minor;0
Develi;38.3906;35.4922;Turkey;TR;Kayseri;minor;0
Develier;47.35;7.2833;Switzerland;CH;Jura;"";1354
Devrek;41.2192;31.9558;Turkey;TR;Zonguldak;minor;0
Devrekani;41.603;33.8392;Turkey;TR;Kastamonu;minor;0
Deyskoye;43.4744;44.1639;Russia;RU;Kabardino-Balkariya;"";4758
Değirmendere;40.72;29.7808;Turkey;TR;Kocaeli;minor;0
Değirmendere;38.1136;27.1414;Turkey;TR;İzmir;minor;0
Dicle;37.2887;42.0672;Turkey;TR;Şırnak;minor;0
Dicle;38.3657;40.0645;Turkey;TR;Diyarbakır;minor;0
Didim;37.3756;27.2678;Turkey;TR;Aydın;minor;0
Diegten;47.4133;7.8112;Switzerland;CH;Basel-Landschaft;"";1656
Dielsdorf;47.4836;8.4542;Switzerland;CH;Zürich;"";5940
Diemtigen;46.6494;7.5651;Switzerland;CH;Bern;"";2248
Diepoldsau;47.3831;9.65;Switzerland;CH;Sankt Gallen;"";6469
Diessenhofen;47.6833;8.7497;Switzerland;CH;Thurgau;"";3998
Dietikon;47.4056;8.4039;Switzerland;CH;Zürich;"";26936
Dietlikon;47.42;8.6192;Switzerland;CH;Zürich;"";7685
Dietwil;47.1488;8.392;Switzerland;CH;Aargau;"";1336
Digor;40.369;43.41;Turkey;TR;Kars;minor;0
Digora;43.15;44.15;Russia;RU;North Ossetia;"";10075
Dihtiari;50.5814;32.7699;Ukraine;UA;Chernihivs’ka Oblast’;"";1227
Dikbıyık;41.2208;36.615;Turkey;TR;Samsun;minor;0
Dikili;39.071;26.8902;Turkey;TR;İzmir;minor;44172
Dikmen;41.65;35.2667;Turkey;TR;Sinop;minor;0
Dilektepe;38.0752;41.8272;Turkey;TR;Siirt;minor;0
Dimitrovgrad;54.2333;49.5833;Russia;RU;Ul’yanovskaya Oblast’;"";116055
Dinar;38.0717;30.1656;Turkey;TR;Afyonkarahisar;minor;0
Dinek;37.3248;32.616;Turkey;TR;Konya;minor;0
Dinhard;47.5575;8.7697;Switzerland;CH;Zürich;"";1551
Dinskaya;45.2152;39.2265;Russia;RU;Krasnodarskiy Kray;minor;0
Dintikon;47.365;8.2292;Switzerland;CH;Aargau;"";2228
Direkli;39.7117;36.6517;Turkey;TR;Sivas;minor;0
Divnogorsk;55.95;92.3833;Russia;RU;Krasnoyarskiy Kray;"";29246
Divnomorskoye;44.5008;38.1353;Russia;RU;Krasnodarskiy Kray;"";6358
Divnoye;45.9089;43.3547;Russia;RU;Stavropol’skiy Kray;"";12998
Divriği;39.3667;38.1167;Turkey;TR;Sivas;minor;16377
Diyadin;39.5406;43.6713;Turkey;TR;Ağrı;minor;0
Diyarbakır;37.9108;40.2367;Turkey;TR;Diyarbakır;admin;1732396
Dmitriyev-L’govskiy;52.1289;35.0756;Russia;RU;Kurskaya Oblast’;"";6430
Dmitriyevka;54.8133;55.8;Russia;RU;Bashkortostan;"";4351
Dmitriyevskoye;45.8125;41.8897;Russia;RU;Stavropol’skiy Kray;"";2858
Dmitriyevskoye;58.3382;42.3564;Russia;RU;Kostromskaya Oblast’;"";2826
Dmitrov;56.35;37.5333;Russia;RU;Moskovskaya Oblast’;"";84408
Dmitrovsk-Orlovskiy;52.505;35.1464;Russia;RU;Orlovskaya Oblast’;"";5105
Dmukhailivka;49.0566;34.7604;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";1367
Dmytrivka;48.3887;36.1918;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";3772
Dmytrivka;46.6339;31.735;Ukraine;UA;Mykolayivs’ka Oblast’;"";1193
Dnipro;48.45;34.9833;Ukraine;UA;Dnipropetrovs’ka Oblast’;admin;1002111
Dniprorudne;47.3855;34.9879;Ukraine;UA;Zaporiz’ka Oblast’;"";18468
Dniprovske;48.5953;34.4207;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";5628
Dnistrivka;48.5361;26.9258;Ukraine;UA;Chernivets’ka Oblast’;"";1208
Dno;57.8333;29.9667;Russia;RU;Pskovskaya Oblast’;"";7525
Dobele;56.6258;23.2811;Latvia;LV;Dobeles Novads;admin;8731
Dobra;48.9631;30.1325;Ukraine;UA;Cherkas’ka Oblast’;"";1130
Dobrik;48.0122;23.9033;Ukraine;UA;Zakarpats’ka Oblast’;"";1106
Dobromyl;49.5667;22.7833;Ukraine;UA;L’vivs’ka Oblast’;"";4890
Dobroslav;46.82;30.945;Ukraine;UA;Odes’ka Oblast’;"";6863
Dobrotvir;50.2056;24.3864;Ukraine;UA;L’vivs’ka Oblast’;"";6450
Dobrovelychkivka;48.35;31.1667;Ukraine;UA;Kirovohrads’ka Oblast’;minor;5763
Dobrovlyany;48.6641;25.754;Ukraine;UA;Ternopil’s’ka Oblast’;"";1980
Dobrovol’noye;45.5944;42.4019;Russia;RU;Stavropol’skiy Kray;"";1167
Dobrush;52.4167;31.3167;Belarus;BY;Homyel’skaya Voblasts’;minor;18311
Dobryanka;58.45;56.4167;Russia;RU;Permskiy Kray;"";32676
Dodurga;39.7997;29.9172;Turkey;TR;Bilecik;minor;0
Dodurga;40.8549;34.807;Turkey;TR;Çorum;minor;0
Dokshytsy;54.8918;27.7667;Belarus;BY;Vitsyebskaya Voblasts’;minor;0
Dokurcun;40.5732;30.8678;Turkey;TR;Sakarya;minor;0
Dolgoderevenskoye;55.3444;61.3422;Russia;RU;Chelyabinskaya Oblast’;"";7700
Dolgoprudnyy;55.9333;37.5;Russia;RU;Moskovskaya Oblast’;"";108861
Dolinsk;47.3167;142.8;Russia;RU;Sakhalinskaya Oblast’;"";11765
Dolyna;48.9703;24.0108;Ukraine;UA;Ivano-Frankivs’ka Oblast’;minor;20691
Dolynska;48.1111;32.7648;Ukraine;UA;Kirovohrads’ka Oblast’;minor;19287
Domanivka;47.6292;30.9896;Ukraine;UA;Mykolayivs’ka Oblast’;minor;0
Domaniç;39.8019;29.6092;Turkey;TR;Kütahya;minor;0
Domat/Ems;46.8198;9.4545;Switzerland;CH;Graubünden;minor;8037
Dombarovskiy;50.7546;59.54;Russia;RU;Orenburgskaya Oblast’;"";9556
Dombay;38.1542;30.2088;Turkey;TR;Afyonkarahisar;minor;0
Domna;51.8971;113.1573;Russia;RU;Zabaykal’skiy Kray;"";6687
Domodedovo;55.4333;37.75;Russia;RU;Moskovskaya Oblast’;"";127850
Donetsk;48.3369;39.9449;Russia;RU;Rostovskaya Oblast’;"";47770
Donetsk;48.0089;37.8042;Ukraine;UA;Donets’ka Oblast’;admin;929063
Donskoy;53.9667;38.3167;Russia;RU;Tul’skaya Oblast’;"";63631
Dornach;47.4789;7.6181;Switzerland;CH;Solothurn;"";6778
Dorogobuzh;54.92;33.3078;Russia;RU;Smolenskaya Oblast’;"";9793
Doroshivtsi;48.5872;25.8931;Ukraine;UA;Chernivets’ka Oblast’;"";1534
Dorutay;38.7994;44.0673;Turkey;TR;Van;minor;0
Doslidnytske;49.9219;30.1478;Ukraine;UA;Kyyivs’ka Oblast’;"";1881
Dottikon;47.3844;8.2403;Switzerland;CH;Aargau;"";3881
Dotzigen;47.1206;7.3403;Switzerland;CH;Bern;"";1457
Dovbysh;50.3722;27.9895;Ukraine;UA;Zhytomyrs’ka Oblast’;"";4288
Dovhe;48.3675;23.2869;Ukraine;UA;Zakarpats’ka Oblast’;"";6790
Dovolnoye;54.4917;79.6736;Russia;RU;Novosibirskaya Oblast’;"";6774
Dovzhansk;48.0846;39.6516;Ukraine;UA;Luhans’ka Oblast’;minor;95153
Dovzhok;48.2392;28.5261;Ukraine;UA;Vinnyts’ka Oblast’;"";2013
Doğanbey;37.8005;31.8911;Turkey;TR;Konya;minor;0
Doğanbeyli;39.6952;39.035;Turkey;TR;Erzincan;minor;0
Doğanca;37.7995;42.331;Turkey;TR;Siirt;minor;0
Doğanhisar;38.1463;31.6765;Turkey;TR;Konya;minor;0
Doğankent;40.8075;38.9172;Turkey;TR;Giresun;minor;0
Doğankent;36.8443;35.344;Turkey;TR;Adana;minor;0
Doğanpınar;36.8432;37.6176;Turkey;TR;Gaziantep;minor;0
Doğansu;39.1333;42.7333;Turkey;TR;Ağrı;minor;0
Doğantepe;40.5978;35.6042;Turkey;TR;Amasya;minor;0
Doğanyol;38.3075;39.0343;Turkey;TR;Malatya;minor;0
Doğanyurt;40.6881;36.7164;Turkey;TR;Tokat;minor;0
Doğanyurt;42.0046;33.4603;Turkey;TR;Kastamonu;minor;0
Doğançay;40.6265;30.3356;Turkey;TR;Sakarya;minor;0
Doğanşar;40.2084;37.5312;Turkey;TR;Sivas;minor;0
Doğanşehir;38.0857;37.8712;Turkey;TR;Malatya;minor;0
Doğruyol;40.9799;43.471;Turkey;TR;Kars;minor;0
Doğruyol;41.0613;43.322;Turkey;TR;Ardahan;minor;0
Doğubayazıt;39.55;44.0833;Turkey;TR;Ağrı;minor;121263
Drabeši;57.2425;25.2825;Latvia;LV;Amatas Novads;admin;119
Drabiv;49.9603;32.1481;Ukraine;UA;Cherkas’ka Oblast’;"";6450
Drachyntsi;48.3164;25.7003;Ukraine;UA;Chernivets’ka Oblast’;"";2324
Drahichyn;52.1833;25.15;Belarus;BY;Brestskaya Voblasts’;"";14963
Drezna;55.75;38.8333;Russia;RU;Moskovskaya Oblast’;"";11480
Drohobych;49.35;23.5;Ukraine;UA;L’vivs’ka Oblast’;minor;124269
Drovnino;55.5283;35.4075;Russia;RU;Moskovskaya Oblast’;"";1886
Druva;56.6953;22.4489;Latvia;LV;Saldus Novads;"";1045
Druzhba;48.3831;135.3122;Russia;RU;Khabarovskiy Kray;"";1946
Druzhkivka;48.6203;37.5278;Ukraine;UA;Donets’ka Oblast’;"";59400
Drybin;54.1192;31.0939;Belarus;BY;Mahilyowskaya Voblasts’;minor;0
Duba;48.8481;24.1533;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";1150
Duba-Yurt;43.0353;45.7306;Russia;RU;Chechnya;"";7135
Dubivskyi;48.0822;39.1569;Ukraine;UA;Luhans’ka Oblast’;"";4550
Dubivtsi;49.0814;24.7736;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";2059
Dubna;56.75;37.15;Russia;RU;Moskovskaya Oblast’;"";75144
Dubno;50.3931;25.735;Ukraine;UA;Rivnens’ka Oblast’;minor;37545
Dubove;48.1781;23.8863;Ukraine;UA;Zakarpats’ka Oblast’;"";9938
Dubovka;49.05;44.8333;Russia;RU;Volgogradskaya Oblast’;"";13988
Dubovka;45.224;42.1662;Russia;RU;Stavropol’skiy Kray;"";1674
Dubovskoye;47.4092;42.7575;Russia;RU;Rostovskaya Oblast’;minor;8544
Dubrovka;56.391;28.6385;Russia;RU;Pskovskaya Oblast’;minor;0
Dubrovytsya;51.5667;26.5667;Ukraine;UA;Rivnens’ka Oblast’;"";9424
Dubrowna;54.5667;30.6833;Belarus;BY;Vitsyebskaya Voblasts’;minor;6951
Dubyshche;50.9264;25.3;Ukraine;UA;Volyns’ka Oblast’;"";1958
Dudinka;69.4;86.1833;Russia;RU;Krasnoyarskiy Kray;"";21015
Duggingen;47.45;7.6;Switzerland;CH;Basel-Landschaft;"";1541
Dugulubgey;43.65;43.55;Russia;RU;Kabardino-Balkariya;"";20718
Duillier;46.4167;6.2333;Switzerland;CH;Vaud;"";1080
Dukhovshchina;55.2;32.4167;Russia;RU;Smolenskaya Oblast’;"";4103
Dulliken;47.3525;7.9458;Switzerland;CH;Solothurn;"";5048
Dumlu;40.0586;41.3565;Turkey;TR;Erzurum;minor;0
Dumlupınar;38.8541;29.9772;Turkey;TR;Kütahya;minor;0
Dundaga;57.5167;22.35;Latvia;LV;Dundagas Novads;admin;1400
Durak;39.7066;28.2718;Turkey;TR;Balıkesir;minor;0
Durağan;41.4158;35.0544;Turkey;TR;Sinop;minor;0
Durgeli;42.6656;47.2967;Russia;RU;Dagestan;"";7105
Dursunbey;39.586;28.6257;Turkey;TR;Balıkesir;minor;0
Duslyk;54.5492;53.7772;Russia;RU;Bashkortostan;"";2145
Dutluca;39.1359;38.6066;Turkey;TR;Erzincan;minor;0
Duvan;55.695;57.8972;Russia;RU;Bashkortostan;"";3669
Dvuluchnoye;50.0406;38.0223;Russia;RU;Belgorodskaya Oblast’;"";1430
Dyachenkovo;49.9112;40.5998;Russia;RU;Voronezhskaya Oblast’;"";2288
Dyakovka;50.7244;46.7786;Russia;RU;Saratovskaya Oblast’;"";1232
Dyatkovo;53.6;34.3333;Russia;RU;Bryanskaya Oblast’;"";26775
Dykanka;49.8222;34.5341;Ukraine;UA;Poltavs’ka Oblast’;minor;7662
Dylym;43.0714;46.6316;Russia;RU;Dagestan;"";10014
Dymer;50.7872;30.3117;Ukraine;UA;Kyyivs’ka Oblast’;"";5582
Dyrdyn;49.2428;31.4467;Ukraine;UA;Cherkas’ka Oblast’;"";1440
Dyrestuy;50.6581;106.0695;Russia;RU;Buryatiya;"";1095
Dyshne-Vedeno;42.9555;46.1248;Russia;RU;Chechnya;"";5732
Dyubek;42.0275;47.9692;Russia;RU;Dagestan;"";1894
Dyurtyuli;55.4833;54.8667;Russia;RU;Bashkortostan;"";30969
Dzerzhinsk;56.2333;43.45;Russia;RU;Nizhegorodskaya Oblast’;"";231797
Dzerzhinskiy;55.6333;37.85;Russia;RU;Moskovskaya Oblast’;"";55669
Dzerzhinskoye;56.518299999999996;84.8369;Russia;RU;Tomskaya Oblast’;"";2914
Dzhalka;43.3186;45.9878;Russia;RU;Chechnya;"";8972
Dzhalykovo;45.6083;47.4336;Russia;RU;Kalmykiya;"";1032
Dzhankoi;45.7086;34.393299999999996;Ukraine;UA;Krym, Avtonomna Respublika;minor;38714
Dzherokay;44.9933;40.3113;Russia;RU;Adygeya;"";1116
Dzhida;50.6861;106.1792;Russia;RU;Buryatiya;"";3178
Dzhugurty;43.165;46.1786;Russia;RU;Chechnya;"";2255
Dzhulynka;48.4417;29.7475;Ukraine;UA;Vinnyts’ka Oblast’;"";3953
Dzisna;55.5628;28.2258;Belarus;BY;Vitsyebskaya Voblasts’;"";1492
Dzyarzhynsk;53.6833;27.1333;Belarus;BY;Minskaya Voblasts’;"";29739
Dzyatlava;53.45;25.4;Belarus;BY;Hrodzyenskaya Voblasts’;"";8061
Dáli;35.024;33.4226;Cyprus;CY;Lefkosía;"";10466
Dägerlen;47.5619;8.7231;Switzerland;CH;Zürich;"";1012
Dällikon;47.4406;8.4389;Switzerland;CH;Zürich;"";4100
Däniken;47.356700000000004;7.9818999999999996;Switzerland;CH;Solothurn;"";2851
